i,timestamp,trend,entry_score,wp,dp,rs,vs,bs,bb,ret5,ret5_hot,hot_ret5,breakout_entry,vshape,strong_breakout_context,alpha_ok_if_raw1,in_uptrend_macro,is_real_entry
667,2019-02-27 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0016181229773462036,0.06999999999999999,False,False,False,False,False,True,False
668,2019-02-27 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0005410669840926197,0.06,False,False,False,False,True,True,False
669,2019-02-27 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00010835410120280109,0.06,False,False,False,False,True,True,False
670,2019-02-28 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010122765453370652,0.06,False,False,False,False,True,True,False
671,2019-02-28 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.012133576720712913,0.06,False,False,False,False,True,True,False
672,2019-02-28 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011093161012385555,0.06,False,False,False,False,False,True,False
673,2019-02-28 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009419662191424871,0.06,False,False,False,False,True,True,False
674,2019-02-28 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.024918743228602436,0.06,False,False,False,False,True,True,False
675,2019-03-01 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01533942558746737,0.06,False,False,False,False,True,True,False
676,2019-03-01 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.018043478260869605,0.06,False,False,False,False,True,True,False
677,2019-03-01 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01197996079285557,0.06,False,False,False,False,False,True,False
678,2019-03-01 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007541807847852189,0.06,False,False,False,False,True,True,False
679,2019-03-01 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.011111111111111072,0.06,False,False,False,False,True,True,False
680,2019-03-04 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.019113910065186035,0.06,False,False,False,False,True,True,False
681,2019-03-04 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.02390967456276294,0.06,False,False,False,False,True,True,False
682,2019-03-04 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.019620811287477835,0.06,False,False,False,False,False,True,False
683,2019-03-04 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.014867841409691662,0.06999999999999999,False,False,False,False,True,True,False
684,2019-03-04 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01857142857142846,0.06999999999999999,False,False,False,False,False,True,False
685,2019-03-05 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0018430182133564177,0.06,False,False,False,False,False,False,False
686,2019-03-05 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00216216216216214,0.06,False,False,False,False,False,False,False
687,2019-03-05 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004864864864864815,0.06,False,False,False,False,False,False,False
688,2019-03-05 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00455778621812275,0.06,False,False,False,False,False,False,False
689,2019-03-05 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01014133131945194,0.06999999999999999,False,False,False,False,True,False,False
690,2019-03-06 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007820136852395021,0.06,False,False,False,False,False,False,False
691,2019-03-06 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01639697950377572,0.06,False,False,False,False,False,False,False
692,2019-03-06 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.02216245293168373,0.06,False,False,False,False,False,False,False
693,2019-03-06 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.015339742897267028,0.06,False,False,False,False,False,False,False
694,2019-03-06 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0005449591280652921,0.06,False,False,False,False,False,False,False
695,2019-03-07 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01226053639846758,0.06,False,False,False,False,False,False,False
696,2019-03-07 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01272208817723186,0.06,False,False,False,False,False,False,False
697,2019-03-07 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.014303003630762534,0.06,False,False,False,False,False,False,False
698,2019-03-07 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0027427317608337276,0.06,False,False,False,False,False,False,False
699,2019-03-07 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01089324618736387,0.06,False,False,False,False,False,False,False
700,2019-03-08 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.02227749540391477,0.06,False,False,False,False,False,False,False
701,2019-03-08 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.02306692657569842,0.06,False,False,False,False,False,False,False
702,2019-03-08 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.023646816357522416,0.06,False,False,False,False,False,False,False
703,2019-03-08 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.013129102844638973,0.06,False,False,False,False,False,False,False
704,2019-03-08 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009911894273127775,0.06,False,False,False,False,False,False,False
705,2019-03-11 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0021015374405486398,0.06,False,False,False,False,False,False,False
706,2019-03-11 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002327901563019541,0.06,False,False,False,False,False,False,False
707,2019-03-11 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005443839573380682,0.06,False,False,False,False,False,False,False
708,2019-03-11 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005875831485587568,0.06,False,False,False,False,False,False,False
709,2019-03-11 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0142380422691879,0.06,False,False,False,False,False,False,False
710,2019-03-12 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.011258278145695355,0.06,False,False,False,False,False,False,False
711,2019-03-12 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.028533510285335018,0.06,False,True,False,False,True,False,False
712,2019-03-13 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.026408839779005433,0.06,False,False,False,False,False,False,False
713,2019-03-13 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.023917116719938347,0.06,False,False,False,False,False,False,False
714,2019-03-13 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01963149813555609,0.06,False,False,False,False,False,False,False
715,2019-03-13 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.012442698100851413,0.06,False,False,False,False,False,False,False
716,2019-03-13 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003225806451612856,0.06,False,False,False,False,False,False,False
717,2019-03-14 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004736785445150105,0.06,False,False,False,False,False,False,False
718,2019-03-14 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00247578040904195,0.06999999999999999,False,False,False,False,True,False,False
719,2019-03-14 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0008604926320319173,0.06999999999999999,False,False,False,False,False,False,False
720,2019-03-14 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.001401466149202113,0.06999999999999999,False,False,False,False,True,True,False
721,2019-03-14 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0010787486515642097,0.06999999999999999,False,False,False,False,True,True,False
722,2019-03-15 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0017306652244457599,0.06999999999999999,False,False,False,False,True,True,False
723,2019-03-15 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0002158195748355185,0.06999999999999999,False,False,False,False,False,True,False
724,2019-03-15 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003660243298525101,0.06999999999999999,False,False,False,False,False,True,False
725,2019-03-15 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003983205942512558,0.06999999999999999,False,False,False,False,True,True,False
726,2019-03-15 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.001079913606911509,0.06999999999999999,False,False,False,False,True,True,False
727,2019-03-18 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006262822589353068,0.06999999999999999,False,False,False,False,False,True,False
728,2019-03-18 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006907717215326459,0.06999999999999999,False,False,False,False,False,True,False
729,2019-03-18 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007131280388978922,0.06999999999999999,False,False,False,False,False,True,False
730,2019-03-18 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.010268050151318597,0.06999999999999999,False,False,False,False,True,True,False
731,2019-03-18 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008737864077669855,0.06999999999999999,False,False,False,False,True,True,False
732,2019-03-19 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0010730765103552642,0.06999999999999999,False,False,False,False,True,True,False
733,2019-03-19 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.000214385250294713,0.06999999999999999,False,False,False,False,False,True,False
734,2019-03-19 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0020384078961483976,0.06999999999999999,False,False,False,False,False,True,False
735,2019-03-19 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008451909703648286,0.06,False,False,False,False,True,True,False
736,2019-03-19 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009624639076034613,0.06,False,False,False,False,True,True,False
737,2019-03-20 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01307750026798149,0.06,False,False,False,False,True,True,False
738,2019-03-20 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.013616382545298622,0.06,False,False,False,False,False,True,False
739,2019-03-20 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01873661670235549,0.06,False,False,False,False,False,True,False
740,2019-03-20 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007337073802330507,0.06,False,False,False,False,True,True,False
741,2019-03-20 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0009718172983478324,0.06,False,False,False,False,True,True,False
742,2019-03-21 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0026067122841315626,0.06,False,False,False,False,False,True,False
743,2019-03-21 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002065217391304275,0.06,False,False,False,False,False,True,False
744,2019-03-21 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007637752318603308,0.06,False,False,False,False,False,True,False
745,2019-03-21 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0013043478260870156,0.06,False,False,False,False,True,True,False
746,2019-03-21 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01859057501080852,0.06,False,False,False,False,False,True,False
747,2019-03-22 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.029465930018416242,0.06,False,False,False,False,True,True,False
748,2019-03-22 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.029721227898904412,0.06,False,False,False,False,True,True,False
749,2019-03-22 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.02923659989171634,0.06,False,False,False,False,True,True,False
750,2019-03-22 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.023556231003039607,0.06,False,False,False,False,False,False,False
751,2019-03-22 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011674008810572678,0.06,False,False,False,False,False,False,False
752,2019-03-25 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.015291885255050763,0.06,False,False,False,False,False,False,False
753,2019-03-25 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.013750698714365517,0.06,False,False,False,False,False,False,False
754,2019-03-25 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0162855549358617,0.06,False,False,False,False,False,False,False
755,2019-03-25 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.02556976097832131,0.06,False,False,False,False,False,False,False
756,2019-03-25 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01604635613995986,0.06,False,False,False,False,False,False,False
757,2019-03-26 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005214237134436583,0.06,False,False,False,False,False,False,False
758,2019-03-26 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0040807073226025725,0.06,False,False,False,False,False,False,False
759,2019-03-26 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0029481800657671364,0.06,False,False,False,False,False,False,False
760,2019-03-26 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005932686822589961,0.06,False,False,False,False,False,False,False
761,2019-03-26 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003397508493771184,0.06,False,False,False,False,False,False,False
762,2019-03-27 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004510599909787971,0.06,False,False,False,False,False,False,False
763,2019-03-27 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0022578460149017543,0.06,False,False,False,False,False,False,False
764,2019-03-27 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00022611644997172498,0.06,False,False,False,False,False,False,False
765,2019-03-27 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004196438697969818,0.06,False,False,False,False,False,False,False
766,2019-03-27 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00454545454545463,0.06,False,False,False,False,False,False,False
767,2019-03-28 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0003398278205710703,0.06,False,False,False,False,False,False,False
768,2019-03-28 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00022629554197783897,0.06,False,False,False,False,False,False,False
769,2019-03-28 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0019215553294902321,0.06,False,False,False,False,False,False,False
770,2019-03-28 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00011294330246225393,0.06,False,False,False,False,False,False,False
771,2019-03-28 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0009049773755656076,0.06,False,False,False,False,False,False,False
772,2019-03-29 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007473672290793765,0.06,False,True,False,False,True,False,False
773,2019-03-29 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006108597285067852,0.06,False,False,False,False,False,False,False
774,2019-03-29 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007021517553793988,0.06,False,False,False,False,False,False,False
775,2019-03-29 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003049124788255364,0.06,False,False,False,False,False,False,False
776,2019-03-29 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0009057971014492239,0.06,False,False,False,False,False,False,False
777,2019-04-01 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0006743846240304663,0.06,False,False,False,False,False,False,False
778,2019-04-01 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0014616595457611625,0.06,False,False,False,False,False,False,False
779,2019-04-01 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0003373819163293712,0.06,False,False,False,False,False,False,False
780,2019-04-01 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.001351047061472599,0.06,False,False,False,False,False,False,False
781,2019-04-01 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006787330316742057,0.06,False,False,False,False,False,False,False
782,2019-04-02 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0048298326406830405,0.06,False,False,False,False,False,False,False
783,2019-04-02 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006305596216642284,0.06,False,False,False,False,False,False,False
784,2019-04-02 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005062436719541097,0.06,False,False,False,False,False,False,False
785,2019-04-02 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00022487069934784554,0.06,False,False,False,False,False,False,False
786,2019-04-02 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005505617977528021,0.06,False,False,False,False,False,False,False
787,2019-04-03 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011289961994187414,0.06,False,False,False,False,False,False,False
788,2019-04-03 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010965648427884167,0.06,False,False,False,False,False,False,False
789,2019-04-03 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010297738974703319,0.06,False,False,False,False,False,False,False
790,2019-04-03 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00494826810616289,0.06,False,False,False,False,False,False,False
791,2019-04-03 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003276465936052464,0.06,False,False,False,False,False,False,False
792,2019-04-04 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0023742227247032233,0.06,False,False,False,False,False,False,False
793,2019-04-04 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003280914130557644,0.06,False,False,False,False,False,False,False
794,2019-04-04 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0019226419362134983,0.06,False,False,False,False,False,False,False
795,2019-04-04 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003277576853526254,0.06,False,False,False,False,True,True,False
796,2019-04-04 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0,0.06,False,False,False,False,True,True,False
797,2019-04-05 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0006767426122264997,0.06,False,False,False,False,True,True,False
798,2019-04-05 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.000563824988723427,0.06,False,False,False,False,False,True,False
799,2019-04-05 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0022575911502427104,0.06,False,False,False,False,False,True,False
800,2019-04-05 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0004506026810860986,0.06,False,False,False,False,True,True,False
801,2019-04-05 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0,0.06,False,False,False,False,True,True,False
802,2019-04-08 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0030432822362487233,0.06,False,False,False,False,True,True,False
803,2019-04-08 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002704834892370167,0.06,False,False,False,False,False,True,False
804,2019-04-08 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002139880617186618,0.06999999999999999,False,False,False,False,False,True,False
805,2019-04-08 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0025921334385214934,0.06999999999999999,False,False,False,False,True,True,False
806,2019-04-08 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0076576576576576905,0.06999999999999999,False,True,False,True,True,True,False
807,2019-04-09 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006292841892347578,0.06999999999999999,False,False,False,False,True,True,False
808,2019-04-09 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004271102618860212,0.06999999999999999,False,False,False,False,True,True,False
809,2019-04-09 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003146774556080034,0.06999999999999999,False,False,False,False,True,True,False
810,2019-04-09 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00011241007194251473,0.06999999999999999,False,False,False,False,True,True,False
811,2019-04-09 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00871703173893601,0.06,False,False,False,False,True,True,False
812,2019-04-10 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01340033500837523,0.06,False,False,False,False,True,True,False
813,2019-04-10 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01309457190822616,0.06,False,False,False,False,True,True,False
814,2019-04-10 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010979161998655673,0.06,False,False,False,False,False,True,False
815,2019-04-10 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005059021922428353,0.06,False,False,False,False,True,True,False
816,2019-04-10 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0020293122886132497,0.06,False,False,False,False,True,True,False
817,2019-04-11 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0003395585738539264,0.06,False,False,False,False,True,True,False
818,2019-04-11 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0006804264005444427,0.06,False,False,False,False,True,True,False
819,2019-04-11 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00011327594019017173,0.06,False,False,False,False,False,False,False
820,2019-04-11 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004067796610169538,0.06,False,False,False,False,False,False,False
821,2019-04-11 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.002372345232715789,0.06,False,False,False,False,False,False,False
822,2019-04-12 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0013577732518668117,0.06,False,False,False,False,False,False,False
823,2019-04-12 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0010199456029011955,0.06,False,False,False,False,False,False,False
824,2019-04-12 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0006797326384955227,0.06,False,False,False,False,False,False,False
825,2019-04-12 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0024960290447015865,0.06,False,False,False,False,False,False,False
826,2019-04-12 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002151511720076993,0.06,False,False,False,False,False,False,False
827,2019-04-16 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0022660321776569736,0.06,False,False,False,False,False,False,False
828,2019-04-16 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.002490660024906499,0.06,False,False,False,False,False,False,False
829,2019-04-16 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0028302954828484106,0.06,False,False,False,False,False,False,False
830,2019-04-16 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00022634676324129188,0.06,False,False,False,False,False,False,False
831,2019-04-16 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0004519774011300104,0.06,False,False,False,False,False,False,False
832,2019-04-17 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005905064728594089,0.06,False,False,False,False,False,False,False
833,2019-04-17 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004539779820678769,0.06,False,False,False,False,False,False,False
834,2019-04-17 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004768392370572361,0.06,False,False,False,False,False,False,False
835,2019-04-17 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00271677609237031,0.06,False,False,False,False,False,False,False
836,2019-04-17 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0027106392590918738,0.06,False,False,False,False,False,False,False
837,2019-04-18 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0030480921201173627,0.06,False,False,False,False,False,False,False
838,2019-04-18 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0027115580160433916,0.06,False,False,False,False,False,False,False
839,2019-04-18 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003502824858757081,0.06,False,False,False,False,False,False,False
840,2019-04-18 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005870399638744583,0.06,False,False,False,False,False,False,False
841,2019-04-18 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.006795016987542479,0.06,False,False,False,False,False,False,False
842,2019-04-19 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01834446835013026,0.06,False,False,False,False,False,False,False
843,2019-04-19 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01812620369321405,0.06,False,False,False,False,False,False,False
844,2019-04-19 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.017235514230638294,0.06,False,False,False,False,False,False,False
845,2019-04-19 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.015671133318192254,0.06,False,False,False,False,False,False,False
846,2019-04-19 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01231470923603184,0.06,False,False,False,False,False,False,False
